NODEID,ONSTREETNAME,FROMSTREETNAME,BOROUGH_CODE,WORK_START_DATE,WORK_END_DATE,PURPOSE
28678,AVENUE K,EAST   93 STREET,B,10/29/2019 00:00:00,11/04/2019 23:59:59,DOT IN-HOUSE PAVING
28827,AVENUE K,EAST  100 STREET,B,10/29/2019 00:00:00,11/04/2019 23:59:59,DOT IN-HOUSE PAVING
28828,AVENUE K,EAST  101 STREET,B,10/29/2019 00:00:00,11/04/2019 23:59:59,DOT IN-HOUSE PAVING
63147,78 AVENUE,269 STREET,Q,05/13/2020 14:05:18,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63147,78 AVENUE,269 STREET,Q,05/13/2020 14:05:19,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
63148,79 AVENUE,269 STREET,Q,05/13/2020 14:05:21,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
44212,GRAND AVENUE,WEST  176 STREET,X,10/28/2019 10:33:32,01/24/2020 23:59:59,DOT IN-HOUSE MILLING
44307,EAST TREMONT AVENUE,WALTON AVENUE,X,10/18/2019 08:36:06,01/15/2020 23:59:59,DOT IN-HOUSE PAVING
2834,CROWN AVENUE,GRANTWOOD AVENUE,S,10/30/2019 07:14:27,11/29/2019 23:59:59,DOT IN-HOUSE PAVING
2834,CROWN AVENUE,GRANTWOOD AVENUE,S,10/30/2019 07:17:02,11/29/2019 23:59:59,DOT IN-HOUSE PAVING
44310,EAST  179 STREET,WALTON AVENUE,X,10/18/2019 08:36:07,01/15/2020 23:59:59,DOT IN-HOUSE PAVING
24947,BATCHELDER STREET,EMMONS AVENUE,B,09/19/2019 00:00:00,09/24/2019 23:59:59,DOT IN-HOUSE PAVING
24948,BATCHELDER STREET,GUNNISON COURT,B,09/19/2019 00:00:00,09/24/2019 23:59:59,DOT IN-HOUSE PAVING
44212,GRAND AVENUE,WEST  176 STREET,X,10/28/2019 10:33:32,01/24/2020 23:59:59,DOT IN-HOUSE PAVING
44222,GRAND AVENUE,WEST TREMONT AVENUE,X,10/28/2019 10:33:35,01/24/2020 23:59:59,DOT IN-HOUSE MILLING
63148,79 AVENUE,269 STREET,Q,05/13/2020 14:05:21,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
63149,78 AVENUE,270 STREET,Q,05/13/2020 14:04:14,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63149,78 AVENUE,270 STREET,Q,05/13/2020 14:04:15,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
63150,79 AVENUE,270 STREET,Q,05/13/2020 14:04:17,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
54222,EAST  236 STREET,WEBSTER AVENUE,X,10/07/2019 07:43:11,01/04/2020 23:59:59,DOT IN-HOUSE PAVING
63150,79 AVENUE,270 STREET,Q,05/13/2020 14:04:18,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
22759,EAST   63 STREET,LEXINGTON AVENUE,M,09/06/2019 15:08:06,11/15/2019 23:58:59,CONTRACT ROADWAY MILLING
63151,78 AVENUE,271 STREET,Q,05/13/2020 14:03:24,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63151,78 AVENUE,271 STREET,Q,05/13/2020 14:03:25,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
15340,JOHN STREET,WILLIAM STREET,M,10/01/2019 00:00:00,11/10/2019 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
63152,79 AVENUE,271 STREET,Q,05/13/2020 14:03:27,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
44977,TIBBETT AVENUE,WEST  231 STREET,X,09/15/2019 00:00:00,12/08/2019 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
63152,79 AVENUE,271 STREET,Q,05/13/2020 14:03:28,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
63152,271 STREET,LANGDALE STREET,Q,05/13/2020 14:03:29,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63152,271 STREET,LANGDALE STREET,Q,05/13/2020 14:03:30,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
63155,269 STREET,UNION TURNPIKE,Q,05/13/2020 14:05:15,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
44977,TIBBETT AVENUE,WEST  231 STREET,X,12/08/2019 00:00:00,01/05/2020 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
63155,269 STREET,UNION TURNPIKE,Q,05/13/2020 14:05:16,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
15340,JOHN STREET,WILLIAM STREET,M,10/04/2019 17:27:24,01/01/2020 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
37038,ARCHER AVENUE,GUY R BREWER BOULEVARD,Q,09/24/2019 07:09:29,10/25/2019 23:59:59,DOT IN-HOUSE MILLING
37112,ARCHER AVENUE,MERRICK BOULEVARD,Q,09/24/2019 07:09:36,10/25/2019 23:59:59,DOT IN-HOUSE PAVING
37208,93 AVENUE,ARCHER AVENUE,Q,09/24/2019 07:09:38,10/25/2019 23:59:59,DOT IN-HOUSE MILLING
37208,93 AVENUE,ARCHER AVENUE,Q,09/24/2019 07:09:39,10/25/2019 23:59:59,DOT IN-HOUSE PAVING
44746,DAVIDSON AVENUE,WEST BURNSIDE AVENUE,X,10/28/2019 10:27:35,01/25/2020 23:59:59,DOT IN-HOUSE PAVING
63156,269 STREET,UNION TURNPIKE,Q,05/13/2020 14:05:15,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63156,269 STREET,UNION TURNPIKE,Q,05/13/2020 14:05:16,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
47939,BOSTON ROAD,PROSPECT AVENUE,X,09/30/2019 07:51:15,12/28/2019 23:59:59,DOT IN-HOUSE MILLING
48027,BOSTON ROAD,BRISTOW STREET,X,09/30/2019 07:51:18,12/28/2019 23:59:59,DOT IN-HOUSE MILLING
48027,BOSTON ROAD,BRISTOW STREET,X,09/30/2019 07:51:19,12/28/2019 23:59:59,DOT IN-HOUSE PAVING
48030,BOSTON ROAD,LOUIS NINE BOULEVARD,X,09/30/2019 07:51:23,12/28/2019 23:59:59,DOT IN-HOUSE MILLING
48030,BOSTON ROAD,LOUIS NINE BOULEVARD,X,09/30/2019 07:51:24,12/28/2019 23:59:59,DOT IN-HOUSE PAVING
63158,270 STREET,UNION TURNPIKE,Q,05/13/2020 14:04:10,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63158,270 STREET,UNION TURNPIKE,Q,05/13/2020 14:04:11,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
20044,CHAMBERS STREET,GREENWICH STREET,M,09/29/2019 00:00:00,11/10/2019 23:58:59,DDC CONTRACTOR MAJOR RECONSTRUCTION-PROT
21437,EAST   28 STREET,PARK AVENUE SOUTH,M,10/14/2019 00:00:00,10/19/2019 23:58:59,PED RAMP MODIFY/INSTALL GOVERNMENT
63161,270 STREET,UNION TURNPIKE,Q,05/13/2020 14:04:10,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63161,270 STREET,UNION TURNPIKE,Q,05/13/2020 14:04:11,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
63162,271 STREET,UNION TURNPIKE,Q,05/13/2020 14:03:20,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63162,271 STREET,UNION TURNPIKE,Q,05/13/2020 14:03:21,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
63163,271 STREET,UNION TURNPIKE,Q,05/13/2020 14:03:20,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63163,271 STREET,UNION TURNPIKE,Q,05/13/2020 14:03:21,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
68326,177 STREET,SAYRES AVENUE,Q,05/28/2020 09:55:04,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
68326,177 STREET,SAYRES AVENUE,Q,05/28/2020 09:55:05,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
30501,67 ROAD,75 STREET,Q,09/14/2020 10:20:23,11/27/2020 23:59:59,DOT IN-HOUSE MILLING
22564,2 AVENUE,EAST   39 STREET,M,09/28/2020 00:00:00,11/11/2020 23:59:59,DOT IN-HOUSE PAVING
43260,EAST  147 STREET,TRINITY AVENUE,X,03/02/2020 00:00:00,05/31/2020 23:58:59,DDC CONTRACTOR MAJOR RECONSTRUCTION-PROT
43260,EAST  147 STREET,TRINITY AVENUE,X,03/02/2020 00:00:00,05/31/2020 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
43260,EAST  147 STREET,TRINITY AVENUE,X,03/02/2020 00:00:00,05/31/2020 23:58:59,PLACE MATERIAL ON STREET
30501,67 ROAD,75 STREET,Q,09/14/2020 10:20:23,11/27/2020 23:59:59,DOT IN-HOUSE PAVING
43261,DEAD END,TRINITY AVENUE,X,03/02/2020 00:00:00,05/31/2020 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
43261,DEAD END,TRINITY AVENUE,X,03/02/2020 00:00:00,05/31/2020 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
43261,DEAD END,TRINITY AVENUE,X,03/02/2020 00:00:00,05/31/2020 23:58:59,PLACE MATERIAL ON STREET
30504,68 ROAD,75 STREET,Q,09/14/2020 10:20:32,11/27/2020 23:59:59,DOT IN-HOUSE PAVING
45820,75 STREET,PENELOPE AVENUE,Q,09/14/2020 10:18:22,11/27/2020 23:59:59,DOT IN-HOUSE MILLING
83052,263 STREET,UNION TURNPIKE,Q,05/13/2020 14:09:35,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
44121,DAVIDSON AVENUE,WEST  174 STREET,X,03/02/2020 00:00:00,05/31/2020 23:58:59,DDC CONTRACTOR MAJOR RECONSTRUCTION-PROT
83052,263 STREET,BEND,Q,05/13/2020 14:09:37,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
45820,75 STREET,PENELOPE AVENUE,Q,09/14/2020 10:18:22,11/27/2020 23:59:59,DOT IN-HOUSE PAVING
83052,263 STREET,BEND,Q,05/13/2020 14:09:38,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
49122,MOSHOLU PARKWAY,WEBSTER AVENUE,X,03/23/2020 00:00:00,04/17/2020 23:59:59,DOT IN-HOUSE MILLING
49122,MOSHOLU PARKWAY,WEBSTER AVENUE,X,03/23/2020 00:00:00,04/17/2020 23:59:59,DOT IN-HOUSE PAVING
38095,BEACH   14 STREET,NEW HAVEN AVENUE,Q,05/20/2020 10:53:58,08/17/2020 23:59:59,DOT IN-HOUSE PAVING
34437,85 AVENUE,117 STREET,Q,06/17/2020 13:51:28,07/31/2020 23:59:59,DOT IN-HOUSE PAVING
34438,84 AVENUE,118 STREET,Q,06/17/2020 13:56:38,07/31/2020 23:59:59,DOT IN-HOUSE MILLING
34438,84 AVENUE,118 STREET,Q,06/17/2020 13:56:39,07/31/2020 23:59:59,DOT IN-HOUSE PAVING
79099,CROSS BRONX EP NB EN JEROME AV,TOWNSEND AVENUE,X,10/28/2019 10:35:02,01/24/2020 23:59:59,DOT IN-HOUSE PAVING
79222,WESTCHESTER AVENUE,WHITE PLAINS ROAD,X,10/28/2019 10:31:52,01/24/2020 23:59:59,DOT IN-HOUSE PAVING
34439,85 AVENUE,118 STREET,Q,06/17/2020 13:51:31,07/31/2020 23:59:59,DOT IN-HOUSE MILLING
34439,85 AVENUE,118 STREET,Q,06/17/2020 13:51:31,07/31/2020 23:59:59,DOT IN-HOUSE PAVING
38099,BEACH   13 STREET,NEW HAVEN AVENUE,Q,05/20/2020 10:53:57,08/17/2020 23:59:59,DOT IN-HOUSE PAVING
38186,BEACH    3 STREET,BODY OF WATER,Q,05/20/2020 11:02:24,08/17/2020 23:59:59,DOT IN-HOUSE PAVING
84111,MADISON STREET,NYCTA SUBWAY,M,05/27/2020 12:18:51,06/27/2020 23:59:59,DOT IN-HOUSE MILLING
84111,MADISON STREET,NYCTA SUBWAY,M,05/27/2020 12:18:52,06/27/2020 23:59:59,DOT IN-HOUSE PAVING
84378,MADISON STREET,NYCTA SUBWAY,M,05/27/2020 12:18:51,06/27/2020 23:59:59,DOT IN-HOUSE MILLING
84378,MADISON STREET,NYCTA SUBWAY,M,05/27/2020 12:18:52,06/27/2020 23:59:59,DOT IN-HOUSE PAVING
55073,61 ROAD,REEVES AVENUE,Q,07/10/2020 14:31:33,08/28/2020 23:59:59,DOT IN-HOUSE PAVING
55343,73 AVENUE,168 STREET,Q,07/10/2020 14:35:20,08/28/2020 23:59:59,DOT IN-HOUSE PAVING
55350,71 AVENUE,168 STREET,Q,07/10/2020 14:35:17,08/28/2020 23:59:59,DOT IN-HOUSE MILLING
32831,84 AVENUE,116 STREET,Q,06/17/2020 13:56:30,07/31/2020 23:59:59,DOT IN-HOUSE MILLING
36778,147 AVENUE,177 STREET,Q,05/21/2020 12:13:42,07/01/2020 23:58:59,CONTRACT ROADWAY MILLING
37159,CLAUDE AVENUE,DILLON STREET,Q,05/28/2020 10:08:44,06/30/2020 23:59:59,DOT IN-HOUSE MILLING
37159,CLAUDE AVENUE,DILLON STREET,Q,05/28/2020 10:08:44,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
37165,160 STREET,BRINKERHOFF AVENUE,Q,05/28/2020 10:09:00,06/30/2020 23:59:59,DOT IN-HOUSE MILLING
37165,160 STREET,BRINKERHOFF AVENUE,Q,05/28/2020 10:09:00,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
37167,111 AVENUE,160 STREET,Q,05/28/2020 10:09:02,06/30/2020 23:59:59,DOT IN-HOUSE MILLING
37259,CLAUDE AVENUE,GUY R BREWER BOULEVARD,Q,05/28/2020 10:08:49,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
86298,22 STREET,QUEENSBORO BRIDGE,Q,08/05/2020 15:54:35,10/30/2020 23:59:59,DOT IN-HOUSE PAVING
64759,ANDREWS AVENUE,METROPOLITAN AVENUE,Q,09/14/2020 10:13:01,11/27/2020 23:59:59,DOT IN-HOUSE MILLING
34609,125 STREET,METROPOLITAN AVENUE,Q,06/17/2020 14:04:26,07/31/2020 23:59:59,DOT IN-HOUSE PAVING
34610,125 STREET,METROPOLITAN AVENUE,Q,06/17/2020 14:04:25,07/31/2020 23:59:59,DOT IN-HOUSE MILLING
34610,125 STREET,METROPOLITAN AVENUE,Q,06/17/2020 14:04:26,07/31/2020 23:59:59,DOT IN-HOUSE PAVING
20425,BLEECKER STREET,CHRISTOPHER STREET,M,03/15/2021 00:00:00,04/30/2021 23:59:59,DOT IN-HOUSE MILLING
20425,BLEECKER STREET,CHRISTOPHER STREET,M,03/15/2021 00:00:00,04/30/2021 23:59:59,DOT IN-HOUSE PAVING
35509,BEACH   56 STREET,EDGEMERE AVENUE,Q,05/20/2020 10:46:05,08/17/2020 23:59:59,DOT IN-HOUSE PAVING
35510,BEACH   55 STREET,EDGEMERE AVENUE,Q,05/20/2020 10:46:04,08/17/2020 23:59:59,DOT IN-HOUSE PAVING
35595,BEACH   45 STREET,EDGEMERE AVENUE,Q,05/20/2020 10:45:56,08/17/2020 23:59:59,DOT IN-HOUSE PAVING
35597,BEACH   44 STREET,EDGEMERE AVENUE,Q,05/20/2020 10:45:54,08/17/2020 23:59:59,DOT IN-HOUSE PAVING
18527,8 AVENUE,9 STREET,B,10/19/2020 00:00:00,01/17/2021 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
36074,148 ROAD,175 STREET,Q,06/02/2020 08:29:31,08/01/2020 23:58:59,CONTRACT ROADWAY MILLING
36075,148 AVENUE,175 STREET,Q,06/17/2020 11:15:10,07/31/2020 23:59:59,DOT IN-HOUSE PAVING
36084,149 ROAD,177 STREET,Q,06/02/2020 08:29:38,08/01/2020 23:58:59,CONTRACT ROADWAY MILLING
2925,ALEXANDER AVENUE,BEND,S,11/06/2019 08:39:11,12/27/2019 23:59:59,DOT IN-HOUSE PAVING
35515,ALMEDA AVENUE,BEACH   58 STREET,Q,05/20/2020 10:33:50,08/17/2020 23:59:59,DOT IN-HOUSE PAVING
35554,BEACH   49 STREET,EDGEMERE AVENUE,Q,05/20/2020 10:45:57,08/17/2020 23:59:59,DOT IN-HOUSE PAVING
35563,BEACH   47 STREET,EDGEMERE AVENUE,Q,05/20/2020 10:45:56,08/17/2020 23:59:59,DOT IN-HOUSE PAVING
18532,8 AVENUE,8 STREET,B,10/19/2020 00:00:00,01/17/2021 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
20510,CLEVELAND PLACE,KENMARE STREET,M,10/26/2020 00:00:00,12/14/2020 23:59:59,DOT IN-HOUSE PAVING
20579,KENMARE STREET,MOTT STREET,M,10/26/2020 00:00:00,12/14/2020 23:59:59,DOT IN-HOUSE MILLING
20579,KENMARE STREET,MOTT STREET,M,10/26/2020 00:00:00,12/14/2020 23:59:59,DOT IN-HOUSE PAVING
35123,88 AVENUE,SUTPHIN BOULEVARD,Q,05/18/2020 15:16:54,08/15/2020 23:59:59,DOT IN-HOUSE PAVING
35228,88 AVENUE,153 STREET,Q,05/18/2020 15:16:59,08/15/2020 23:59:59,DOT IN-HOUSE PAVING
20582,ELIZABETH STREET,KENMARE STREET,M,10/26/2020 00:00:00,12/14/2020 23:59:59,DOT IN-HOUSE MILLING
32245,80 STREET,88 AVENUE,Q,04/12/2021 10:26:43,06/30/2021 23:59:59,DOT IN-HOUSE PAVING
32246,80 STREET,89 AVENUE,Q,04/12/2021 10:26:47,06/30/2021 23:59:59,DOT IN-HOUSE MILLING
49991,ALDERTON STREET,ASQUITH CRESCENT,Q,06/23/2021 11:50:57,08/31/2021 23:59:59,DOT IN-HOUSE MILLING
49991,ALDERTON STREET,ASQUITH CRESCENT,Q,06/23/2021 11:50:57,08/31/2021 23:59:59,DOT IN-HOUSE PAVING
48719,EAST  181 STREET,VALENTINE AVENUE,X,10/18/2019 08:28:35,01/15/2020 23:59:59,DOT IN-HOUSE PAVING
61205,221 STREET,UNION TURNPIKE,Q,10/23/2019 14:21:21,12/13/2019 23:59:59,DOT IN-HOUSE PAVING
48721,EAST  181 STREET,TIEBOUT AVENUE,X,10/18/2019 08:28:37,01/15/2020 23:59:59,DOT IN-HOUSE PAVING
62041,CHURCH STREET,HAMILTON PLACE,Q,10/28/2019 15:08:31,12/13/2019 23:59:59,DOT IN-HOUSE PAVING
62051,43 AVENUE,243 STREET,Q,10/28/2019 15:17:55,12/13/2019 23:59:59,DOT IN-HOUSE PAVING
45947,82 STREET,CALDWELL AVENUE,Q,09/14/2020 10:16:01,11/27/2020 23:59:59,DOT IN-HOUSE MILLING
45951,62 AVENUE,82 STREET,Q,09/14/2020 10:16:04,11/27/2020 23:59:59,DOT IN-HOUSE MILLING
20426,BLEECKER STREET,GROVE STREET,M,03/15/2021 00:00:00,04/30/2021 23:59:59,DOT IN-HOUSE PAVING
42448,5 AVENUE,EAST  131 STREET,M,07/28/2020 12:14:49,09/05/2020 23:59:59,DOT IN-HOUSE PAVING
32247,78 STREET,87 AVENUE,Q,04/12/2021 10:30:50,06/30/2021 23:59:59,DOT IN-HOUSE PAVING
51608,14 ROAD,117 STREET,Q,03/02/2021 00:00:00,04/02/2021 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
48730,EAST  183 STREET,RYER AVENUE,X,10/11/2019 08:37:57,01/08/2020 23:59:59,DOT IN-HOUSE PAVING
48728,EAST  182 STREET,WEBSTER AVENUE,X,09/30/2019 07:53:18,12/28/2019 23:59:59,DOT IN-HOUSE MILLING
61642,58 AVENUE,BELL BOULEVARD,Q,10/16/2020 14:56:08,12/25/2020 23:59:59,DOT IN-HOUSE MILLING
49039,EAST  191 STREET,HUGHES AVENUE,X,09/30/2019 07:56:45,12/28/2019 23:59:59,DOT IN-HOUSE PAVING
61642,58 AVENUE,BELL BOULEVARD,Q,10/16/2020 14:56:09,12/25/2020 23:59:59,DOT IN-HOUSE PAVING
61656,49 AVENUE,SPRINGFIELD BOULEVARD,Q,10/16/2020 14:51:00,12/25/2020 23:59:59,DOT IN-HOUSE MILLING
61656,49 AVENUE,SPRINGFIELD BOULEVARD,Q,10/16/2020 14:51:00,12/25/2020 23:59:59,DOT IN-HOUSE PAVING
45936,78 STREET,PENELOPE AVENUE,Q,09/11/2020 16:10:24,11/27/2020 23:59:59,DOT IN-HOUSE PAVING
51608,14 ROAD,117 STREET,Q,03/02/2021 00:00:00,04/02/2021 23:58:59,PLACE CRANE OR SHOVEL ON STREET
65358,65 PLACE,HAMILTON PLACE,Q,09/04/2020 14:58:03,11/27/2020 23:59:59,DOT IN-HOUSE MILLING
32251,80 STREET,JAMAICA AVENUE,Q,04/12/2021 10:26:39,06/30/2021 23:59:59,DOT IN-HOUSE MILLING
62051,43 AVENUE,243 STREET,Q,10/16/2020 14:46:57,12/25/2020 23:59:59,DOT IN-HOUSE MILLING
61158,93 AVENUE,211 PLACE,Q,09/07/2020 00:00:00,11/17/2020 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
49925,ALDERTON STREET,CROMWELL CRESCENT,Q,06/23/2021 11:50:49,08/31/2021 23:59:59,DOT IN-HOUSE MILLING
49985,66 ROAD,ALDERTON STREET,Q,06/23/2021 11:45:28,08/31/2021 23:59:59,DOT IN-HOUSE MILLING
20426,BLEECKER STREET,GROVE STREET,M,03/15/2021 00:00:00,04/30/2021 23:59:59,DOT IN-HOUSE MILLING
20458,8 AVENUE,JANE STREET,M,03/15/2021 00:00:00,04/30/2021 23:59:59,DOT IN-HOUSE MILLING
51774,18 AVENUE,125 STREET,Q,03/17/2021 00:00:00,04/02/2021 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
48743,EAST  184 STREET,TIEBOUT AVENUE,X,10/11/2019 08:33:14,01/08/2020 23:59:59,DOT IN-HOUSE PAVING
44771,WEBB AVENUE,WEST  188 STREET,X,09/23/2019 00:00:00,09/24/2019 23:59:59,DOT IN-HOUSE MILLING
56795,160 STREET,POWELLS COVE BOULEVARD,Q,11/12/2019 14:23:58,12/27/2019 23:59:59,DOT IN-HOUSE PAVING
54127,EAST  238 STREET,KATONAH AVENUE,X,10/11/2019 08:36:05,01/08/2020 23:59:59,DOT IN-HOUSE PAVING
54128,EAST  239 STREET,KATONAH AVENUE,X,10/11/2019 08:36:06,01/08/2020 23:59:59,DOT IN-HOUSE PAVING
59185,FRESH MEADOW LANE,PECK AVENUE,Q,10/22/2019 15:30:53,12/13/2019 23:59:59,DOT IN-HOUSE PAVING
59234,STATION ROAD,UTOPIA PARKWAY,Q,10/23/2019 14:39:07,12/13/2019 23:59:59,DOT IN-HOUSE MILLING
59234,STATION ROAD,UTOPIA PARKWAY,Q,10/23/2019 14:39:07,12/13/2019 23:59:59,DOT IN-HOUSE PAVING
59237,189 STREET,STATION ROAD,Q,10/23/2019 14:39:09,12/13/2019 23:59:59,DOT IN-HOUSE MILLING
59237,189 STREET,STATION ROAD,Q,10/23/2019 14:39:10,12/13/2019 23:59:59,DOT IN-HOUSE PAVING
57357,MAYFLOWER AVENUE,WESTCHESTER AVENUE,X,09/30/2019 07:59:25,12/28/2019 23:59:59,DOT IN-HOUSE MILLING
57357,MAYFLOWER AVENUE,WESTCHESTER AVENUE,X,09/30/2019 07:59:26,12/28/2019 23:59:59,DOT IN-HOUSE PAVING
57358,MAYFLOWER AVENUE,WESTCHESTER AVENUE,X,09/30/2019 07:59:25,12/28/2019 23:59:59,DOT IN-HOUSE MILLING
57358,ROBERTS AVENUE,WESTCHESTER AVENUE,X,09/30/2019 07:59:28,12/28/2019 23:59:59,DOT IN-HOUSE MILLING
57358,ROBERTS AVENUE,WESTCHESTER AVENUE,X,09/30/2019 07:59:29,12/28/2019 23:59:59,DOT IN-HOUSE PAVING
57359,ROBERTS AVENUE,WESTCHESTER AVENUE,X,09/30/2019 07:59:28,12/28/2019 23:59:59,DOT IN-HOUSE MILLING
32313,84 STREET,90 AVENUE,Q,04/19/2021 11:04:37,06/30/2021 23:59:59,DOT IN-HOUSE MILLING
49985,66 ROAD,ALDERTON STREET,Q,06/23/2021 11:45:29,08/31/2021 23:59:59,DOT IN-HOUSE PAVING
9038684,HUDSON BOULEVARD,WEST   35 STREET,M,08/03/2020 10:13:47,08/22/2020 23:58:59,MAJOR INSTALLATIONS - HIGH VOLTAGE
58725,67 AVENUE,185 STREET,Q,07/10/2020 15:08:25,08/28/2020 23:59:59,DOT IN-HOUSE PAVING
58753,HENLEY ROAD,RADNOR ROAD,Q,07/10/2020 15:21:51,08/28/2020 23:59:59,DOT IN-HOUSE MILLING
58753,HENLEY ROAD,RADNOR ROAD,Q,07/10/2020 15:21:51,08/28/2020 23:59:59,DOT IN-HOUSE PAVING
58754,KRUGER ROAD,RADNOR ROAD,Q,07/10/2020 15:21:53,08/28/2020 23:59:59,DOT IN-HOUSE MILLING
58754,KRUGER ROAD,RADNOR ROAD,Q,07/10/2020 15:21:54,08/28/2020 23:59:59,DOT IN-HOUSE PAVING
58755,DALNY ROAD,RADNOR ROAD,Q,07/10/2020 15:21:56,08/28/2020 23:59:59,DOT IN-HOUSE MILLING
58755,DALNY ROAD,RADNOR ROAD,Q,07/10/2020 15:21:56,08/28/2020 23:59:59,DOT IN-HOUSE PAVING
31221,DUMONT AVENUE,EUCLID AVENUE,B,06/29/2020 00:00:00,07/02/2020 23:59:59,DOT IN-HOUSE PAVING
59834,38 AVENUE,214 PLACE,Q,01/01/2020 00:00:00,03/29/2020 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
21753,WEST   82 STREET,WEST END AVENUE,M,08/14/2020 09:00:29,09/30/2020 23:59:59,DOT IN-HOUSE PAVING
27205,HERKIMER STREET,HOPKINSON AVENUE,B,07/02/2020 00:00:00,07/09/2020 23:59:59,DOT IN-HOUSE MILLING
27214,HOPKINSON AVENUE,SUMPTER STREET,B,07/02/2020 00:00:00,07/09/2020 23:59:59,DOT IN-HOUSE MILLING
27215,HOPKINSON AVENUE,MARION STREET,B,07/02/2020 00:00:00,07/09/2020 23:59:59,DOT IN-HOUSE MILLING
27216,CHAUNCEY STREET,HOPKINSON AVENUE,B,07/02/2020 00:00:00,07/09/2020 23:59:59,DOT IN-HOUSE MILLING
62404,38 ROAD,DOUGLASTON PARKWAY,Q,10/25/2019 00:00:00,12/13/2019 23:59:59,DOT IN-HOUSE PAVING
62405,38 ROAD,236 STREET,Q,10/25/2019 00:00:00,12/13/2019 23:59:59,DOT IN-HOUSE PAVING
62405,38 ROAD,236 STREET,Q,10/28/2019 15:05:36,12/13/2019 23:59:59,DOT IN-HOUSE PAVING
27217,HOPKINSON AVENUE,MAC DOUGAL STREET,B,07/02/2020 00:00:00,07/09/2020 23:59:59,DOT IN-HOUSE MILLING
21755,WEST   83 STREET,WEST END AVENUE,M,08/14/2020 09:00:30,09/30/2020 23:59:59,DOT IN-HOUSE PAVING
23199,22 STREET,44 AVENUE,Q,08/14/2020 12:17:07,10/30/2020 23:59:59,DOT IN-HOUSE MILLING
20379,BROOME STREET,WOOSTER STREET,M,08/19/2020 09:01:27,09/18/2020 23:58:59,DDC CONTRACTOR MAJOR RECONSTRUCTION-PROT
23199,22 STREET,44 AVENUE,Q,08/14/2020 12:17:07,10/30/2020 23:59:59,DOT IN-HOUSE PAVING
37414,93 AVENUE,177 STREET,Q,03/19/2020 10:02:11,06/12/2020 23:59:59,DOT IN-HOUSE PAVING
37415,177 STREET,LONG ISLAND RAILROAD,Q,03/19/2020 10:02:15,06/12/2020 23:59:59,DOT IN-HOUSE MILLING
23203,22 STREET,43 AVENUE,Q,08/14/2020 12:17:03,10/30/2020 23:59:59,DOT IN-HOUSE MILLING
54259,EAST  232 STREET,NYCTA SUBWAY,X,03/19/2021 10:49:55,03/31/2021 23:59:59,DOT IN-HOUSE MILLING
